temperature;year;month;country
31.6713;1935;7;Niger
30.048;1935;8;Niger
30.393;1935;9;Niger
29.0008;1935;10;Niger
25.8976;1935;11;Niger
21.4379;1935;12;Niger
19.055;1936;1;Niger
23.6377;1936;2;Niger
28.5339;1936;3;Niger
31.2706;1936;4;Niger
33.8863;1936;5;Niger
33.0147;1936;6;Niger
29.8198;1936;7;Niger
28.0812;1936;8;Niger
29.2176;1936;9;Niger
28.2361;1936;10;Niger
25.2317;1936;11;Niger
20.5989;1936;12;Niger
18.9693;1937;1;Niger
22.3521;1937;2;Niger
27.0702;1937;3;Niger
30.6424;1937;4;Niger
32.9634;1937;5;Niger
33.4997;1937;6;Niger
31.2585;1937;7;Niger
30.375;1937;8;Niger
30.6098;1937;9;Niger
30.0281;1937;10;Niger
25.2361;1937;11;Niger
21.3112;1937;12;Niger
19.9428;1938;1;Niger
22.6974;1938;2;Niger
26.0974;1938;3;Niger
31.5906;1938;4;Niger
34.3532;1938;5;Niger
34.3996;1938;6;Niger
31.8624;1938;7;Niger
30.143;1938;8;Niger
30.7696;1938;9;Niger
29.5576;1938;10;Niger
26.2688;1938;11;Niger
22.5531;1938;12;Niger
20.5422;1939;1;Niger
23.2664;1939;2;Niger
27.4258;1939;3;Niger
29.4538;1939;4;Niger
32.5145;1939;5;Niger
32.8992;1939;6;Niger
31.5229;1939;7;Niger
30.4904;1939;8;Niger
30.1928;1939;9;Niger
29.4829;1939;10;Niger
24.6798;1939;11;Niger
22.008;1939;12;Niger
19.0184;1940;1;Niger
21.9224;1940;2;Niger
26.0022;1940;3;Niger
30.2402;1940;4;Niger
32.6451;1940;5;Niger
32.7514;1940;6;Niger
31.1749;1940;7;Niger
30.3108;1940;8;Niger
30.2912;1940;9;Niger
28.41;1940;10;Niger
23.6084;1940;11;Niger
20.0251;1940;12;Niger
21.6096;1941;1;Niger
22.6492;1941;2;Niger
27.871;1941;3;Niger
31.9661;1941;4;Niger
33.468;1941;5;Niger
32.476;1941;6;Niger
31.9542;1941;7;Niger
30.7571;1941;8;Niger
30.8115;1941;9;Niger
28.9856;1941;10;Niger
24.78;1941;11;Niger
21.1904;1941;12;Niger
20.1392;1942;1;Niger
23.4851;1942;2;Niger
26.7725;1942;3;Niger
30.661;1942;4;Niger
32.5671;1942;5;Niger
33.6443;1942;6;Niger
31.6999;1942;7;Niger
29.9077;1942;8;Niger
31.3205;1942;9;Niger
28.5922;1942;10;Niger
24.7656;1942;11;Niger
21.1881;1942;12;Niger
19.6424;1943;1;Niger
21.8975;1943;2;Niger
25.5452;1943;3;Niger
29.0317;1943;4;Niger
31.6464;1943;5;Niger
31.7438;1943;6;Niger
31.2965;1943;7;Niger
29.5156;1943;8;Niger
29.6503;1943;9;Niger
28.9828;1943;10;Niger
25.5513;1943;11;Niger
21.3486;1943;12;Niger
17.7254;1944;1;Niger
21.5004;1944;2;Niger
25.6995;1944;3;Niger
29.0731;1944;4;Niger
32.3377;1944;5;Niger
33.2981;1944;6;Niger
31.8789;1944;7;Niger
29.8588;1944;8;Niger
29.8656;1944;9;Niger
29.1322;1944;10;Niger
24.3081;1944;11;Niger
21.5219;1944;12;Niger
20.4405;1945;1;Niger
20.2027;1945;2;Niger
23.6639;1945;3;Niger
28.5075;1945;4;Niger
30.9397;1945;5;Niger
31.9366;1945;6;Niger
31.7796;1945;7;Niger
29.8831;1945;8;Niger
29.6633;1945;9;Niger
27.7808;1945;10;Niger
24.082;1945;11;Niger
19.0206;1945;12;Niger
20.0672;1946;1;Niger
22.3263;1946;2;Niger
25.8474;1946;3;Niger
29.7018;1946;4;Niger
32.0061;1946;5;Niger
32.0749;1946;6;Niger
30.6411;1946;7;Niger
29.4793;1946;8;Niger
29.3402;1946;9;Niger
27.9844;1946;10;Niger
24.5691;1946;11;Niger
19.4124;1946;12;Niger
18.8231;1947;1;Niger
25.3159;1947;2;Niger
25.5901;1947;3;Niger
28.9586;1947;4;Niger
32.2237;1947;5;Niger
32.5312;1947;6;Niger
31.8824;1947;7;Niger
29.9848;1947;8;Niger
29.9123;1947;9;Niger
28.1219;1947;10;Niger
23.6208;1947;11;Niger
20.8913;1947;12;Niger
18.5049;1948;1;Niger
21.9417;1948;2;Niger
23.2323;1948;3;Niger
29.5869;1948;4;Niger
33.1455;1948;5;Niger
31.7452;1948;6;Niger
31.1704;1948;7;Niger
29.9391;1948;8;Niger
29.8771;1948;9;Niger
27.1474;1948;10;Niger
22.5747;1948;11;Niger
18.8888;1948;12;Niger
18.7315;1949;1;Niger
20.9466;1949;2;Niger
26.43;1949;3;Niger
29.8629;1949;4;Niger
32.4928;1949;5;Niger
32.4574;1949;6;Niger
31.1538;1949;7;Niger
29.5093;1949;8;Niger
29.3833;1949;9;Niger
28.899;1949;10;Niger
25.2532;1949;11;Niger
20.0752;1949;12;Niger
19.3959;1950;1;Niger
20.1694;1950;2;Niger
26.1695;1950;3;Niger
28.0969;1950;4;Niger
31.536;1950;5;Niger
31.9927;1950;6;Niger
30.1841;1950;7;Niger
28.5709;1950;8;Niger
29.0508;1950;9;Niger
27.6922;1950;10;Niger
23.151;1950;11;Niger
19.741;1950;12;Niger
18.9719;1951;1;Niger
22.4621;1951;2;Niger
27.2075;1951;3;Niger
29.0174;1951;4;Niger
33.0845;1951;5;Niger
32.6097;1951;6;Niger
31.6404;1951;7;Niger
30.2876;1951;8;Niger
29.7267;1951;9;Niger
29.1726;1951;10;Niger
23.2028;1951;11;Niger
18.1153;1951;12;Niger
19.634;1952;1;Niger
20.7181;1952;2;Niger
24.9376;1952;3;Niger
29.7911;1952;4;Niger
32.8092;1952;5;Niger
32.2595;1952;6;Niger
31.2933;1952;7;Niger
28.8758;1952;8;Niger
29.0752;1952;9;Niger
28.1682;1952;10;Niger
23.6017;1952;11;Niger
19.3911;1952;12;Niger
19.1859;1953;1;Niger
23.5852;1953;2;Niger
26.5522;1953;3;Niger
28.0337;1953;4;Niger
32.3072;1953;5;Niger
31.4326;1953;6;Niger
30.1901;1953;7;Niger
29.4068;1953;8;Niger
29.3789;1953;9;Niger
27.8361;1953;10;Niger
24.1493;1953;11;Niger
18.3294;1953;12;Niger
18.8572;1954;1;Niger
22.6717;1954;2;Niger
26.5984;1954;3;Niger
30.5566;1954;4;Niger
31.7495;1954;5;Niger
31.8285;1954;6;Niger
30.2272;1954;7;Niger
28.3518;1954;8;Niger
29.0788;1954;9;Niger
27.4349;1954;10;Niger
24.5184;1954;11;Niger
19.7934;1954;12;Niger
20.1634;1955;1;Niger
22.7193;1955;2;Niger
26.0022;1955;3;Niger
29.4375;1955;4;Niger
31.4044;1955;5;Niger
31.6719;1955;6;Niger
30.9044;1955;7;Niger
29.9246;1955;8;Niger
29.4376;1955;9;Niger
28.0215;1955;10;Niger
23.3799;1955;11;Niger
19.245;1955;12;Niger
18.5453;1956;1;Niger
24.6558;1956;2;Niger
26.9265;1956;3;Niger
29.0891;1956;4;Niger
31.712;1956;5;Niger
31.9361;1956;6;Niger
30.5241;1956;7;Niger
28.8599;1956;8;Niger
28.8922;1956;9;Niger
25.9975;1956;10;Niger
24.4142;1956;11;Niger
19.3153;1956;12;Niger
17.9983;1957;1;Niger
20.8798;1957;2;Niger
24.4419;1957;3;Niger
29.0602;1957;4;Niger
31.8159;1957;5;Niger
32.0108;1957;6;Niger
30.5342;1957;7;Niger
30.1234;1957;8;Niger
29.7507;1957;9;Niger
28.6429;1957;10;Niger
25.7283;1957;11;Niger
21.3671;1957;12;Niger
20.2944;1958;1;Niger
21.2734;1958;2;Niger
25.9552;1958;3;Niger
30.7952;1958;4;Niger
31.0975;1958;5;Niger
32.2431;1958;6;Niger
29.8121;1958;7;Niger
28.8682;1958;8;Niger
28.9957;1958;9;Niger
27.1589;1958;10;Niger
25.4288;1958;11;Niger
21.748;1958;12;Niger
19.8933;1959;1;Niger
21.3437;1959;2;Niger
25.8718;1959;3;Niger
29.7536;1959;4;Niger
32.9988;1959;5;Niger
32.5865;1959;6;Niger
31.1731;1959;7;Niger
29.0025;1959;8;Niger
28.9077;1959;9;Niger
26.9097;1959;10;Niger
23.8259;1959;11;Niger
19.3203;1959;12;Niger
18.6145;1960;1;Niger
21.8026;1960;2;Niger
25.7025;1960;3;Niger
29.5657;1960;4;Niger
31.2213;1960;5;Niger
32.4037;1960;6;Niger
30.0676;1960;7;Niger
30.3351;1960;8;Niger
29.3926;1960;9;Niger
28.0413;1960;10;Niger
23.3989;1960;11;Niger
22.1208;1960;12;Niger
19.3704;1961;1;Niger
19.1058;1961;2;Niger
23.6063;1961;3;Niger
29.2317;1961;4;Niger
32.2695;1961;5;Niger
33.1744;1961;6;Niger
30.6375;1961;7;Niger
28.7197;1961;8;Niger
28.8858;1961;9;Niger
27.3364;1961;10;Niger
23.4318;1961;11;Niger
17.9412;1961;12;Niger
18.2404;1962;1;Niger
20.9114;1962;2;Niger
26.1603;1962;3;Niger
30.1983;1962;4;Niger
31.9772;1962;5;Niger
31.9066;1962;6;Niger
30.6443;1962;7;Niger
29.2531;1962;8;Niger
29.9663;1962;9;Niger
29.4892;1962;10;Niger
24.7711;1962;11;Niger
20.6543;1962;12;Niger
20.5814;1963;1;Niger
23.6433;1963;2;Niger
25.3184;1963;3;Niger
30.1281;1963;4;Niger
31.9533;1963;5;Niger
32.3672;1963;6;Niger
30.7386;1963;7;Niger
30.6283;1963;8;Niger
31.0909;1963;9;Niger
28.822;1963;10;Niger
22.7405;1963;11;Niger
21.3893;1963;12;Niger
19.8303;1964;1;Niger
21.2088;1964;2;Niger
27.0089;1964;3;Niger
30.9247;1964;4;Niger
31.8093;1964;5;Niger
32.2692;1964;6;Niger
30.9745;1964;7;Niger
30.0411;1964;8;Niger
29.5718;1964;9;Niger
28.382;1964;10;Niger
22.6667;1964;11;Niger
21.3849;1964;12;Niger
20.998;1965;1;Niger
22.8757;1965;2;Niger
24.7852;1965;3;Niger
28.3485;1965;4;Niger
31.8622;1965;5;Niger
31.4863;1965;6;Niger
31.0725;1965;7;Niger
29.0265;1965;8;Niger
29.8053;1965;9;Niger
28.769;1965;10;Niger
22.1725;1965;11;Niger
18.3155;1965;12;Niger
19.4248;1966;1;Niger
20.8022;1966;2;Niger
24.9784;1966;3;Niger
29.8615;1966;4;Niger
31.7392;1966;5;Niger
31.866;1966;6;Niger
31.998;1966;7;Niger
30.3622;1966;8;Niger
29.9574;1966;9;Niger
28.9939;1966;10;Niger
24.1482;1966;11;Niger
19.5854;1966;12;Niger
17.1342;1967;1;Niger
22.1069;1967;2;Niger
24.7822;1967;3;Niger
31.2556;1967;4;Niger
32.1147;1967;5;Niger
31.9902;1967;6;Niger
30.8105;1967;7;Niger
29.2474;1967;8;Niger
29.5121;1967;9;Niger
27.243;1967;10;Niger
23.0548;1967;11;Niger
21.2865;1967;12;Niger
18.2701;1968;1;Niger
22.6073;1968;2;Niger
26.1682;1968;3;Niger
29.4699;1968;4;Niger
31.3236;1968;5;Niger
31.7318;1968;6;Niger
30.6786;1968;7;Niger
31.1879;1968;8;Niger
30.2655;1968;9;Niger
27.7245;1968;10;Niger
23.6522;1968;11;Niger
21.1541;1968;12;Niger
19.1639;1969;1;Niger
23.8142;1969;2;Niger
28.5186;1969;3;Niger
30.891;1969;4;Niger
32.2545;1969;5;Niger
33.2742;1969;6;Niger
30.9684;1969;7;Niger
30.3563;1969;8;Niger
30.933;1969;9;Niger
29.5311;1969;10;Niger
24.3988;1969;11;Niger
22.1234;1969;12;Niger
21.1901;1970;1;Niger
21.8829;1970;2;Niger
25.3522;1970;3;Niger
29.3231;1970;4;Niger
32.4057;1970;5;Niger
32.8793;1970;6;Niger
31.2264;1970;7;Niger
30.0197;1970;8;Niger
29.6326;1970;9;Niger
27.5164;1970;10;Niger
22.6827;1970;11;Niger
19.287;1970;12;Niger
18.1607;1971;1;Niger
22.8607;1971;2;Niger
28.419;1971;3;Niger
29.9346;1971;4;Niger
33.0759;1971;5;Niger
32.8091;1971;6;Niger
30.8703;1971;7;Niger
29.1841;1971;8;Niger
29.7272;1971;9;Niger
27.1819;1971;10;Niger
23.2607;1971;11;Niger
20.2627;1971;12;Niger
19.275;1972;1;Niger
22.7591;1972;2;Niger
26.999;1972;3;Niger
30.1615;1972;4;Niger
32.5047;1972;5;Niger
32.52;1972;6;Niger
32.2954;1972;7;Niger
31.9269;1972;8;Niger
31.4622;1972;9;Niger
29.3504;1972;10;Niger
22.9763;1972;11;Niger
20.7798;1972;12;Niger
19.8995;1973;1;Niger
23.0198;1973;2;Niger
25.724;1973;3;Niger
30.3229;1973;4;Niger
32.3922;1973;5;Niger
33.5494;1973;6;Niger
31.5826;1973;7;Niger
30.2145;1973;8;Niger
30.7134;1973;9;Niger
28.5656;1973;10;Niger
22.7183;1973;11;Niger
21.4506;1973;12;Niger
18.2764;1974;1;Niger
21.614;1974;2;Niger
26.7029;1974;3;Niger
31.2545;1974;4;Niger
32.3969;1974;5;Niger
33.0168;1974;6;Niger
30.1609;1974;7;Niger
29.5711;1974;8;Niger
29.9953;1974;9;Niger
28.6164;1974;10;Niger
22.9163;1974;11;Niger
18.1329;1974;12;Niger
16.5922;1975;1;Niger
21.2802;1975;2;Niger
25.7141;1975;3;Niger
31.1162;1975;4;Niger
32.9649;1975;5;Niger
32.9675;1975;6;Niger
30.249;1975;7;Niger
29.9743;1975;8;Niger
29.9402;1975;9;Niger
27.7266;1975;10;Niger
24.3029;1975;11;Niger
20.7957;1975;12;Niger
18.7505;1976;1;Niger
23.296;1976;2;Niger
24.5514;1976;3;Niger
29.6314;1976;4;Niger
32.7964;1976;5;Niger
32.1343;1976;6;Niger
31.7162;1976;7;Niger
30.5149;1976;8;Niger
30.2185;1976;9;Niger
29.0833;1976;10;Niger
24.4088;1976;11;Niger
20.6525;1976;12;Niger
20.008;1977;1;Niger
21.2033;1977;2;Niger
23.8933;1977;3;Niger
28.6346;1977;4;Niger
32.3736;1977;5;Niger
33.2767;1977;6;Niger
31.4223;1977;7;Niger
29.8431;1977;8;Niger
29.8827;1977;9;Niger
27.8276;1977;10;Niger
22.7881;1977;11;Niger
18.7603;1977;12;Niger
19.1346;1978;1;Niger
22.9778;1978;2;Niger
26.5381;1978;3;Niger
31.2385;1978;4;Niger
33.1532;1978;5;Niger
32.1439;1978;6;Niger
29.8618;1978;7;Niger
30.2519;1978;8;Niger
29.6334;1978;9;Niger
28.9924;1978;10;Niger
23.3563;1978;11;Niger
20.4936;1978;12;Niger
20.4473;1979;1;Niger
22.3297;1979;2;Niger
27.5414;1979;3;Niger
29.3752;1979;4;Niger
32.7256;1979;5;Niger
32.0494;1979;6;Niger
31.0152;1979;7;Niger
30.6271;1979;8;Niger
30.8472;1979;9;Niger
29.6926;1979;10;Niger
25.057;1979;11;Niger
18.9054;1979;12;Niger
20.5311;1980;1;Niger
22.4451;1980;2;Niger
26.2597;1980;3;Niger
30.5099;1980;4;Niger
33.8329;1980;5;Niger
32.5523;1980;6;Niger
30.4733;1980;7;Niger
29.8726;1980;8;Niger
30.2545;1980;9;Niger
29.0535;1980;10;Niger
24.4798;1980;11;Niger
18.4426;1980;12;Niger
16.693;1981;1;Niger
21.6489;1981;2;Niger
26.4382;1981;3;Niger
31.11;1981;4;Niger
33.0326;1981;5;Niger
32.5937;1981;6;Niger
30.988;1981;7;Niger
30.9527;1981;8;Niger
30.7003;1981;9;Niger
29.0417;1981;10;Niger
22.1988;1981;11;Niger
20.3713;1981;12;Niger
19.438;1982;1;Niger
20.975;1982;2;Niger
25.9146;1982;3;Niger
31.3902;1982;4;Niger
32.3675;1982;5;Niger
33.1745;1982;6;Niger
32.2767;1982;7;Niger
29.7526;1982;8;Niger
30.5103;1982;9;Niger
29.2924;1982;10;Niger
22.2106;1982;11;Niger
20.0011;1982;12;Niger
15.82;1983;1;Niger
22.4583;1983;2;Niger
23.7578;1983;3;Niger
29.8725;1983;4;Niger
34.0359;1983;5;Niger
32.938;1983;6;Niger
32.1241;1983;7;Niger
31.0402;1983;8;Niger
30.4671;1983;9;Niger
27.0945;1983;10;Niger
24.2476;1983;11;Niger
20.5889;1983;12;Niger
18.006;1984;1;Niger
21.1585;1984;2;Niger
27.5031;1984;3;Niger
31.0367;1984;4;Niger
34.5356;1984;5;Niger
32.8301;1984;6;Niger
31.7597;1984;7;Niger
32.2927;1984;8;Niger
31.1084;1984;9;Niger
28.9184;1984;10;Niger
24.4158;1984;11;Niger
18.6147;1984;12;Niger
20.8694;1985;1;Niger
20.7043;1985;2;Niger
27.6921;1985;3;Niger
28.0953;1985;4;Niger
33.4623;1985;5;Niger
33.3519;1985;6;Niger
30.7565;1985;7;Niger
30.5546;1985;8;Niger
30.2387;1985;9;Niger
27.7358;1985;10;Niger
24.047;1985;11;Niger
18.9994;1985;12;Niger
18.4906;1986;1;Niger
23.2998;1986;2;Niger
27.2517;1986;3;Niger
32.5742;1986;4;Niger
32.5677;1986;5;Niger
33.3782;1986;6;Niger
30.998;1986;7;Niger
30.6185;1986;8;Niger
29.9517;1986;9;Niger
28.3037;1986;10;Niger
24.2705;1986;11;Niger
17.7424;1986;12;Niger
19.1189;1987;1;Niger
22.8491;1987;2;Niger
26.5479;1987;3;Niger
28.1698;1987;4;Niger
33.4629;1987;5;Niger
33.0356;1987;6;Niger
33.7309;1987;7;Niger
31.6688;1987;8;Niger
31.3287;1987;9;Niger
28.5881;1987;10;Niger
24.1655;1987;11;Niger
20.8886;1987;12;Niger
19.0684;1988;1;Niger
22.0616;1988;2;Niger
26.657;1988;3;Niger
31.7827;1988;4;Niger
33.7816;1988;5;Niger
33.9616;1988;6;Niger
31.1865;1988;7;Niger
30.1299;1988;8;Niger
30.5199;1988;9;Niger
27.3575;1988;10;Niger
23.6445;1988;11;Niger
18.6698;1988;12;Niger
16.6253;1989;1;Niger
18.992;1989;2;Niger
24.895;1989;3;Niger
29.9076;1989;4;Niger
32.3087;1989;5;Niger
33.3791;1989;6;Niger
31.7905;1989;7;Niger
29.6527;1989;8;Niger
31.152;1989;9;Niger
27.9228;1989;10;Niger
23.8085;1989;11;Niger
20.1383;1989;12;Niger
20.6527;1990;1;Niger
20.3751;1990;2;Niger
23.7711;1990;3;Niger
32.0843;1990;4;Niger
33.3277;1990;5;Niger
33.8036;1990;6;Niger
30.9138;1990;7;Niger
31.0182;1990;8;Niger
30.8743;1990;9;Niger
28.7201;1990;10;Niger
24.8241;1990;11;Niger
22.6616;1990;12;Niger
18.8335;1991;1;Niger
24.1828;1991;2;Niger
26.7558;1991;3;Niger
31.2976;1991;4;Niger
32.1639;1991;5;Niger
33.5553;1991;6;Niger
30.5899;1991;7;Niger
29.9915;1991;8;Niger
31.2052;1991;9;Niger
29.3253;1991;10;Niger
23.7999;1991;11;Niger
19.2284;1991;12;Niger
17.886;1992;1;Niger
20.4217;1992;2;Niger
26.3864;1992;3;Niger
30.2799;1992;4;Niger
32.0013;1992;5;Niger
33.5489;1992;6;Niger
30.7136;1992;7;Niger
29.9185;1992;8;Niger
30.0288;1992;9;Niger
28.1419;1992;10;Niger
22.881;1992;11;Niger
19.3328;1992;12;Niger
17.0788;1993;1;Niger
21.5227;1993;2;Niger
26.6266;1993;3;Niger
30.5457;1993;4;Niger
33.119;1993;5;Niger
33.5204;1993;6;Niger
31.063;1993;7;Niger
30.5799;1993;8;Niger
30.6113;1993;9;Niger
28.9552;1993;10;Niger
26.0142;1993;11;Niger
19.6591;1993;12;Niger
19.0592;1994;1;Niger
21.5546;1994;2;Niger
27.6687;1994;3;Niger
30.7896;1994;4;Niger
33.0687;1994;5;Niger
32.9375;1994;6;Niger
30.7044;1994;7;Niger
29.1477;1994;8;Niger
29.221;1994;9;Niger
29.5466;1994;10;Niger
23.1168;1994;11;Niger
18.123;1994;12;Niger
17.1966;1995;1;Niger
20.5488;1995;2;Niger
27.1923;1995;3;Niger
30.6448;1995;4;Niger
32.899;1995;5;Niger
33.9405;1995;6;Niger
32.0582;1995;7;Niger
31.3273;1995;8;Niger
31.3454;1995;9;Niger
29.4412;1995;10;Niger
23.1023;1995;11;Niger
21.8274;1995;12;Niger
21.1814;1996;1;Niger
23.6891;1996;2;Niger
27.3094;1996;3;Niger
29.5425;1996;4;Niger
33.7461;1996;5;Niger
32.5451;1996;6;Niger
31.8554;1996;7;Niger
30.7711;1996;8;Niger
31.4978;1996;9;Niger
28.6569;1996;10;Niger
22.559;1996;11;Niger
20.616;1996;12;Niger
20.3325;1997;1;Niger
19.9142;1997;2;Niger
25.4943;1997;3;Niger
30.1391;1997;4;Niger
32.6052;1997;5;Niger
33.8644;1997;6;Niger
32.4356;1997;7;Niger
31.4962;1997;8;Niger
31.7308;1997;9;Niger
30.2141;1997;10;Niger
25.6917;1997;11;Niger
20.0519;1997;12;Niger
19.2972;1998;1;Niger
23.4548;1998;2;Niger
24.0017;1998;3;Niger
32.6117;1998;4;Niger
34.8106;1998;5;Niger
33.5527;1998;6;Niger
33.6576;1998;7;Niger
30.7469;1998;8;Niger
30.4925;1998;9;Niger
29.8672;1998;10;Niger
24.6216;1998;11;Niger
20.7996;1998;12;Niger
20.1719;1999;1;Niger
22.5512;1999;2;Niger
28.3076;1999;3;Niger
31.2014;1999;4;Niger
32.8787;1999;5;Niger
33.6798;1999;6;Niger
31.3339;1999;7;Niger
29.2459;1999;8;Niger
30.5104;1999;9;Niger
28.8961;1999;10;Niger
24.8678;1999;11;Niger
22.2526;1999;12;Niger
19.1752;2000;1;Niger
19.7731;2000;2;Niger
25.3056;2000;3;Niger
31.5722;2000;4;Niger
33.6074;2000;5;Niger
32.7433;2000;6;Niger
31.7039;2000;7;Niger
31.1798;2000;8;Niger
30.8436;2000;9;Niger
28.7343;2000;10;Niger
24.1653;2000;11;Niger
19.6136;2000;12;Niger
19.0843;2001;1;Niger
21.1321;2001;2;Niger
26.9731;2001;3;Niger
31.2846;2001;4;Niger
32.833;2001;5;Niger
32.6958;2001;6;Niger
31.6193;2001;7;Niger
31.1343;2001;8;Niger
31.3677;2001;9;Niger
28.5361;2001;10;Niger
24.8608;2001;11;Niger
21.4566;2001;12;Niger
18.1262;2002;1;Niger
21.216;2002;2;Niger
26.3781;2002;3;Niger
31.8882;2002;4;Niger
33.5201;2002;5;Niger
32.8251;2002;6;Niger
32.6703;2002;7;Niger
31.7379;2002;8;Niger
31.427;2002;9;Niger
28.5717;2002;10;Niger
24.2379;2002;11;Niger
21.0746;2002;12;Niger
20.249;2003;1;Niger
23.052;2003;2;Niger
25.3684;2003;3;Niger
31.2038;2003;4;Niger
32.3756;2003;5;Niger
32.5237;2003;6;Niger
32.1207;2003;7;Niger
30.708;2003;8;Niger
30.7065;2003;9;Niger
30.1657;2003;10;Niger
25.5618;2003;11;Niger
20.0503;2003;12;Niger
20.1598;2004;1;Niger
22.3108;2004;2;Niger
25.5664;2004;3;Niger
32.2113;2004;4;Niger
33.3707;2004;5;Niger
33.1146;2004;6;Niger
31.4023;2004;7;Niger
31.1687;2004;8;Niger
30.7511;2004;9;Niger
29.4424;2004;10;Niger
25.249;2004;11;Niger
21.7034;2004;12;Niger
18.7121;2005;1;Niger
22.6346;2005;2;Niger
28.5867;2005;3;Niger
31.4823;2005;4;Niger
33.0625;2005;5;Niger
32.5944;2005;6;Niger
32.0618;2005;7;Niger
31.1415;2005;8;Niger
31.0814;2005;9;Niger
29.5065;2005;10;Niger
24.249;2005;11;Niger
21.4258;2005;12;Niger
20.1297;2006;1;Niger
24.8581;2006;2;Niger
27.2016;2006;3;Niger
30.0826;2006;4;Niger
33.3868;2006;5;Niger
33.7202;2006;6;Niger
32.5259;2006;7;Niger
31.9656;2006;8;Niger
30.7153;2006;9;Niger
29.1256;2006;10;Niger
22.7506;2006;11;Niger
19.04;2006;12;Niger
18.4068;2007;1;Niger
23.3062;2007;2;Niger
26.5978;2007;3;Niger
32.3304;2007;4;Niger
33.7793;2007;5;Niger
33.4962;2007;6;Niger
31.591;2007;7;Niger
30.9023;2007;8;Niger
30.4625;2007;9;Niger
29.7663;2007;10;Niger
25.1428;2007;11;Niger
20.8409;2007;12;Niger
16.7472;2008;1;Niger
20.782;2008;2;Niger
27.4274;2008;3;Niger
29.8084;2008;4;Niger
33.1975;2008;5;Niger
33.4975;2008;6;Niger
31.5275;2008;7;Niger
30.6773;2008;8;Niger
31.1533;2008;9;Niger
29.2751;2008;10;Niger
24.5914;2008;11;Niger
21.7571;2008;12;Niger
21.0915;2009;1;Niger
24.6678;2009;2;Niger
27.2327;2009;3;Niger
32.3062;2009;4;Niger
33.2488;2009;5;Niger
34.0107;2009;6;Niger
32.4894;2009;7;Niger
31.2969;2009;8;Niger
31.6366;2009;9;Niger
29.7267;2009;10;Niger
24.0248;2009;11;Niger
21.6902;2009;12;Niger
21.4833;2010;1;Niger
22.8676;2010;2;Niger
27.5738;2010;3;Niger
32.5735;2010;4;Niger
34.7344;2010;5;Niger
34.1839;2010;6;Niger
31.591;2010;7;Niger
30.7962;2010;8;Niger
30.961;2010;9;Niger
30.5585;2010;10;Niger
26.3581;2010;11;Niger
20.891;2010;12;Niger
19.7192;2011;1;Niger
25.1392;2011;2;Niger
27.3238;2011;3;Niger
31.0603;2011;4;Niger
33.5428;2011;5;Niger
33.7318;2011;6;Niger
32.3724;2011;7;Niger
30.9237;2011;8;Niger
31.0674;2011;9;Niger
29.7725;2011;10;Niger
23.9593;2011;11;Niger
19.4374;2011;12;Niger
19.2674;2012;1;Niger
24.3782;2012;2;Niger
25.4504;2012;3;Niger
32.7607;2012;4;Niger
33.7399;2012;5;Niger
32.7634;2012;6;Niger
31.1331;2012;7;Niger
30.4657;2012;8;Niger
30.5346;2012;9;Niger
29.3471;2012;10;Niger
25.8676;2012;11;Niger
20.9891;2012;12;Niger
20.1302;2013;1;Niger
21.9081;2013;2;Niger
29.4413;2013;3;Niger
30.7789;2013;4;Niger
34.2269;2013;5;Niger
33.7985;2013;6;Niger
32.0741;2013;7;Niger
29.6827;2013;8;Niger
31.0808;2013;9;Niger
28.3579;2013;10;Niger
24.9159;2013;11;Niger
20.8684;2013;12;Niger
20.7362;2014;1;Niger
22.6353;2014;2;Niger
27.1462;2014;3;Niger
31.9681;2014;4;Niger
33.2188;2014;5;Niger
34.7933;2014;6;Niger
32.7422;2014;7;Niger
30.3704;2014;8;Niger
31.024;2014;9;Niger
29.085;2014;10;Niger
25.5321;2014;11;Niger
20.3531;2014;12;Niger
18.8674;2015;1;Niger
22.5092;2015;2;Niger
27.0512;2015;3;Niger
28.9784;2015;4;Niger
33.6344;2015;5;Niger
34.631;2015;6;Niger
32.4911;2015;7;Niger
30.7863;2015;8;Niger
30.4517;2015;9;Niger
30.6637;2015;10;Niger
24.2789;2015;11;Niger
18.0647;2015;12;Niger
-6.2795;1901;1;Finland
-14.404;1901;2;Finland
-7.409;1901;3;Finland
0.42906;1901;4;Finland
6.07648;1901;5;Finland
14.2411;1901;6;Finland
17.3994;1901;7;Finland
14.1711;1901;8;Finland
9.45429;1901;9;Finland
5.37816;1901;10;Finland
-7.0973;1901;11;Finland
-14.008;1901;12;Finland
-13.865;1902;1;Finland
-11.654;1902;2;Finland
-10.08;1902;3;Finland
-3.5601;1902;4;Finland
4.24097;1902;5;Finland
9.13658;1902;6;Finland
12.0358;1902;7;Finland
11.4808;1902;8;Finland
6.33965;1902;9;Finland
-1.6292;1902;10;Finland
-5.7388;1902;11;Finland
-9.3391;1902;12;Finland
-10.697;1903;1;Finland
-6.9226;1903;2;Finland
-2.4677;1903;3;Finland
0.70419;1903;4;Finland
6.65508;1903;5;Finland
12.2682;1903;6;Finland
12.994;1903;7;Finland
12.4158;1903;8;Finland
8.03969;1903;9;Finland
-2.0116;1903;10;Finland
-3.3947;1903;11;Finland
-6.38;1903;12;Finland
-5.994;1904;1;Finland
-13.7;1904;2;Finland
